Job Title,Industry,AI Impact,Tasks,AI models,AI_Workload_Ratio,Required Education,Median Salary (USD),Expected Openings (2030),AI Impact Original,Experience Required (Years),Automation Risk (%)
Residential Property Manager,General Business,15,1054,4175,0.25245509,Master's Degree,120000,1147,15%,5,39.96
Archaeologist,General Business,15,698,2793,0.249910491,High School Diploma,35000,943,15%,3,29.92
Clinical Associate,Healthcare,15,741,2848,0.260182584,High School Diploma,35000,1792,15%,3,30.84
Energy Consultant,General Business,15,889,3298,0.269557307,Master's Degree,80000,1062,15%,3,34.66
Gemologist,General Business,15,286,1183,0.241758242,High School Diploma,35000,916,15%,3,18.22
Geologist,General Business,15,400,1534,0.260756193,High School Diploma,35000,1044,15%,3,21.29
Library Aide,General Business,15,632,2846,0.222066058,High School Diploma,35000,1012,15%,3,28.88
Medical Engineer,Information Technology,15,666,3053,0.218146086,Bachelor's Degree,78000,1754,15%,3,30.06
Medical Scientist,Healthcare,15,710,3157,0.224897054,Doctorate / PhD,130000,1479,15%,6,31.13
Physical Scientist,General Business,15,537,2543,0.211167912,Doctorate / PhD,130000,825,15%,6,26.33
Radiation Safety Officer,Administrative & Office Support,15,649,2822,0.229978738,Master's Degree,120000,1151,15%,8,29.12
Research Scientist,General Business,15,849,3400,0.249705882,Doctorate / PhD,130000,789,15%,6,34.24
Wildlife Biologist,General Business,15,531,2245,0.236525612,High School Diploma,35000,916,15%,3,25.45
Assessor,General Business,15,822,3326,0.247143716,High School Diploma,35000,1093,15%,3,33.56
Asset Management Analyst,Finance & Banking,15,885,3693,0.239642567,Doctorate / PhD,130000,874,15%,3,35.69
Bank Examiner,Finance & Banking,15,817,3332,0.245198079,High School Diploma,35000,1190,15%,3,33.49
Banking Consultant,Finance & Banking,15,911,3899,0.233649654,Master's Degree,80000,1315,15%,3,36.74
Controller,General Business,15,839,3328,0.252103365,High School Diploma,35000,1038,15%,3,33.87
Corporate Controller,General Business,15,848,3330,0.254654655,High School Diploma,35000,1055,15%,3,34.03
Finance Controller,Finance & Banking,15,983,3620,0.271546961,High School Diploma,35000,1223,15%,3,37.17
Financial Advisor,Finance & Banking,15,990,3837,0.258014073,Bachelor's Degree,60000,1579,15%,3,37.9
Financial Advisor Trainee,Finance & Banking,15,956,3721,0.256920183,Bachelor's Degree,60000,1519,15%,0,36.99
Financial Controller,Finance & Banking,15,975,3604,0.270532741,Bachelor's Degree,60000,1394,15%,3,36.99
Financial Manager,Finance & Banking,15,962,3573,0.269241534,Master's Degree,120000,1326,15%,5,36.68
In House Counsel,General Business,15,698,2743,0.254465913,High School Diploma,35000,989,15%,3,29.79
Investment Manager,General Business,15,839,3274,0.256261454,Master's Degree,120000,1127,15%,5,33.72
Lending Manager,General Business,15,1016,4131,0.245945292,Master's Degree,120000,1082,15%,5,39.19
Loan Consultant,Finance & Banking,15,1034,4224,0.244791667,Master's Degree,80000,1432,15%,3,39.77
Loan Officer Assistant,Finance & Banking,15,1021,4171,0.244785423,Master's Degree,120000,1264,15%,0,39.39
Mortgage Advisor,General Business,15,1001,3967,0.252331737,High School Diploma,35000,907,15%,3,38.46
Mortgage Specialist,General Business,15,977,3902,0.250384418,Bachelor's Degree,78000,1100,15%,2,37.87
Personal Financial Advisor,Finance & Banking,15,1035,4230,0.244680851,Bachelor's Degree,60000,1348,15%,3,39.8
Premium Auditor,Information Technology,15,726,3031,0.239524909,High School Diploma,35000,1373,15%,3,31.06
Reimbursement Specialist,General Business,15,899,3586,0.250697156,Bachelor's Degree,78000,1239,15%,2,35.63
Senior Auditor,Information Technology,15,1031,4047,0.25475661,High School Diploma,35000,1416,15%,3,39.2
Senior Tax Accountant,Finance & Banking,15,1032,4050,0.254814815,Bachelor's Degree,60000,1342,15%,3,39.22
Senior Treasury Analyst,Finance & Banking,15,1052,4104,0.256335283,Doctorate / PhD,130000,995,15%,3,39.72
Case Aide,General Business,15,824,3508,0.234891676,High School Diploma,35000,1093,15%,3,34.11
Supervisor,General Business,15,1202,4507,0.26669625,High School Diploma,35000,1086,15%,5,43.41
Contract Analyst,Finance & Banking,15,862,3657,0.235712333,Doctorate / PhD,130000,1002,15%,3,35.2
Executive Manager,General Business,15,995,3985,0.249686324,Master's Degree,120000,1090,15%,5,38.41
Front Desk Manager,Administrative & Office Support,15,841,3660,0.229781421,Master's Degree,120000,1138,15%,5,34.84
Global Account Manager,Finance & Banking,15,978,3921,0.249426167,Master's Degree,120000,1412,15%,5,37.94
Manager,General Business,15,1316,5181,0.254005018,Master's Degree,120000,1185,15%,5,47.3
Market Manager,General Business,15,1234,4926,0.250507511,Master's Degree,120000,1146,15%,5,45.19
Patient Access Manager,General Business,15,1101,4517,0.243745849,Master's Degree,120000,1090,15%,5,41.76
Regional Director,General Business,15,1182,4385,0.269555302,Master's Degree,120000,1085,15%,8,42.72
Senior Manager,General Business,15,1174,4360,0.269266055,Master's Degree,120000,1026,15%,5,42.51
Vice President Of Finance,Finance & Banking,15,1138,4326,0.263060564,High School Diploma,35000,1170,15%,3,41.81
Vice President Of Operations,General Business,15,1147,4347,0.263860133,High School Diploma,35000,991,15%,3,42.02
Vp Of Finance,Finance & Banking,15,1118,4251,0.262996942,High School Diploma,35000,1091,15%,8,41.26
Demonstrator,General Business,15,845,3937,0.214630429,High School Diploma,35000,1042,15%,3,35.73
Sales Lead,Sales & Marketing,15,1154,4417,0.261263301,Master's Degree,80000,1097,15%,5,42.34
Sales Team Leader,Sales & Marketing,15,1157,4511,0.25648415,Master's Degree,80000,1262,15%,5,42.67
Salesperson,Sales & Marketing,15,1104,4519,0.244301837,High School Diploma,35000,1196,15%,3,41.81
Technical Account Manager,Information Technology,15,1181,4640,0.254525862,Master's Degree,120000,1810,15%,5,43.45
Territory Account Manager,Information Technology,15,1156,4579,0.252456868,Master's Degree,120000,1686,15%,5,42.86
Territory Sales Manager,Information Technology,15,1154,4575,0.252240437,Master's Degree,120000,1541,15%,5,42.81
Wholesale Account Executive,Finance & Banking,15,1080,4211,0.256471147,Master's Degree,120000,1284,15%,8,40.5
Mds Coordinator,General Business,15,827,3235,0.255641422,High School Diploma,35000,934,15%,5,33.4
Public Health Nurse,Healthcare,15,740,2968,0.249326146,High School Diploma,35000,1705,15%,3,31.14
Utilization Review Nurse,General Business,15,768,3134,0.245054244,High School Diploma,35000,1079,15%,3,32.09
Bilingual,General Business,15,848,3512,0.241457859,High School Diploma,35000,1090,15%,3,34.54
Optical Manager,General Business,15,633,2799,0.226152197,Master's Degree,120000,1010,15%,5,28.77
Recreation Aide,General Business,15,609,2418,0.251861042,High School Diploma,35000,947,15%,3,27.34
Architectural Engineer,Information Technology,15,736,3015,0.244112769,Bachelor's Degree,78000,1923,15%,3,31.2
Clinical Engineer,Information Technology,15,653,2764,0.236251809,Bachelor's Degree,78000,1813,15%,3,29.03
Commissioning Engineer,Information Technology,15,658,2529,0.26018189,Bachelor's Degree,78000,1727,15%,3,28.52
Electrical Apprentice,General Business,15,577,2073,0.278340569,High School Diploma,35000,934,15%,3,25.92
Electromechanical Technician,Information Technology,15,718,2526,0.284243864,Associate Degree,45000,1578,15%,2,29.61
Energy Manager,General Business,15,891,3222,0.276536313,Master's Degree,120000,1151,15%,5,34.49
Engineer,Information Technology,15,814,3007,0.270701696,Bachelor's Degree,78000,1646,15%,3,32.56
Flight Test Engineer,Information Technology,15,704,2536,0.277602524,Bachelor's Degree,78000,1701,15%,3,29.38
General Engineer,Information Technology,15,790,2828,0.279349364,Bachelor's Degree,78000,1685,15%,3,31.67
Hardware Technician,Information Technology,15,785,2771,0.283291231,Associate Degree,45000,1756,15%,2,31.43
Instrument Engineer,Information Technology,15,773,2730,0.283150183,Bachelor's Degree,78000,1678,15%,3,31.11
Academic Advisor,Architecture & Engineering,15,905,3602,0.251249306,High School Diploma,35000,1080,15%,3,35.78
Academic Counselor,Architecture & Engineering,15,885,3544,0.249717833,High School Diploma,35000,910,15%,3,35.27
Admissions Counselor,General Business,15,885,3554,0.249015194,High School Diploma,35000,908,15%,3,35.3
Agriculture Teacher,Education,15,682,2797,0.243832678,Bachelor's Degree,60000,1111,15%,3,29.65
Assistant Principal,Administrative & Office Support,15,815,3341,0.24393894,Associate Degree,40500,990,15%,0,33.48
Assistant Superintendent,Administrative & Office Support,15,775,3221,0.240608507,Associate Degree,40500,1061,15%,0,32.45
Bilingual Teacher,Education,15,828,3274,0.252901649,Bachelor's Degree,60000,1220,15%,3,33.53
Business Education Teacher,Education,15,769,3071,0.250407034,Bachelor's Degree,60000,1234,15%,3,31.93
Curator,General Business,15,957,3964,0.241422805,High School Diploma,35000,910,15%,3,37.71
Director Of Special Education,Education,15,777,2715,0.286187845,Master's Degree,120000,1191,15%,8,31.15
Education Administrator,Administrative & Office Support,15,838,3498,0.239565466,Bachelor's Degree,60000,1298,15%,3,34.33
Education Coordinator,Education,15,848,3590,0.236211699,High School Diploma,35000,1025,15%,5,34.76
Elementary School Principal,General Business,15,678,2750,0.246545455,High School Diploma,35000,907,15%,8,29.45
Foreign Language Teacher,Education,15,566,2110,0.268246445,Bachelor's Degree,60000,1141,15%,3,25.79
Guitar Teacher,Information Technology,15,511,1879,0.271953167,Bachelor's Degree,60000,1759,15%,3,24.22
Learning Consultant,General Business,15,1004,4190,0.239618138,Master's Degree,80000,1107,15%,3,39.16
Nursing Faculty,Healthcare,15,716,2814,0.254442075,High School Diploma,35000,1940,15%,3,30.3
Nursing Instructor,Healthcare,15,710,2811,0.252579153,High School Diploma,35000,1682,15%,3,30.19
Residence Hall Director,General Business,15,975,3743,0.260486241,Master's Degree,120000,1002,15%,8,37.38
Special Needs Teacher,Education,15,940,3542,0.265386787,Bachelor's Degree,60000,1252,15%,3,36.21
Teacher,Education,15,1083,4106,0.263760351,Bachelor's Degree,60000,1309,15%,3,40.25
Technology Teacher,Information Technology,15,1133,4256,0.266212406,Bachelor's Degree,60000,1707,15%,3,41.52
University President,Information Technology,15,1100,4081,0.269541779,High School Diploma,35000,1386,15%,3,40.46
Entertainer,General Business,15,718,2842,0.252638987,High School Diploma,35000,1026,15%,3,30.41
Fashion Designer,Architecture & Engineering,15,907,3977,0.228061353,Bachelor's Degree,60000,1199,15%,3,36.9
Floral Assistant,Administrative & Office Support,15,437,1943,0.224909933,Associate Degree,40500,1088,15%,0,22.91
Junior Art Director,General Business,15,1120,4809,0.232896652,Master's Degree,120000,1051,15%,0,42.95
Producer,Media & Entertainment,15,1186,4984,0.237961477,High School Diploma,35000,752,15%,3,44.57
Senior Architect,Information Technology,15,1136,4834,0.235002069,Bachelor's Degree,78000,1825,15%,3,43.29
Set Designer,Architecture & Engineering,15,1131,4772,0.237007544,Bachelor's Degree,60000,1305,15%,3,43.02
Storyboard Artist,Media & Entertainment,15,1137,4903,0.231898837,High School Diploma,35000,764,15%,3,43.52
Venue Manager,General Business,15,1187,4970,0.238832998,Master's Degree,120000,995,15%,5,44.55
Associate Dentist,General Business,15,674,2621,0.257153758,High School Diploma,35000,1010,15%,3,29.04
Behavior Technician,Information Technology,15,739,2905,0.254388985,Associate Degree,45000,1771,15%,2,30.95
Care Assistant,Administrative & Office Support,15,612,2606,0.234842671,Associate Degree,40500,1108,15%,0,27.87
Certified Medical Assistant,Healthcare,15,701,2826,0.248053786,Associate Degree,40500,1944,15%,0,30.06
Chiropractic Assistant,Administrative & Office Support,15,659,2721,0.242190371,Associate Degree,40500,1196,15%,0,29.03
Clinical Assistant,Healthcare,15,748,2966,0.252191504,Associate Degree,40500,1784,15%,0,31.28
Clinician,General Business,15,724,2766,0.261749819,High School Diploma,35000,1046,15%,3,30.32
Direct Care Professional,General Business,15,665,2761,0.240854763,High School Diploma,35000,946,15%,3,29.24
Doctor Assistant,Administrative & Office Support,15,802,3044,0.26346912,Associate Degree,40500,1164,15%,0,32.44
Emergency Medicine Physician Assistant,Administrative & Office Support,15,319,1159,0.275237274,Associate Degree,40500,1020,15%,0,18.94
Health Aide,Healthcare,15,270,1051,0.256898192,High School Diploma,35000,1935,15%,3,17.67
Health Assistant,Healthcare,15,272,1053,0.258309592,Associate Degree,40500,1886,15%,0,17.72
Hospice Aide,General Business,15,276,1101,0.250681199,High School Diploma,35000,950,15%,3,17.87
Interventional Radiologist,General Business,15,304,1140,0.266666667,High School Diploma,35000,1033,15%,3,18.57
Lpn,General Business,15,570,2178,0.261707989,High School Diploma,35000,1046,15%,3,26.02
Lvn,General Business,15,572,2181,0.262265016,High School Diploma,35000,1017,15%,3,26.07
Medical Assistant,Healthcare,15,703,2617,0.2686282,Associate Degree,40500,2159,15%,0,29.56
Mental Health Assistant,Healthcare,15,644,2545,0.253045187,Associate Degree,40500,2046,15%,0,28.3
Warehouse Lead,Logistics & Supply Chain,15,984,3971,0.247796525,Master's Degree,72000,1275,15%,5,38.18
Warehouse Supervisor,Logistics & Supply Chain,15,984,3940,0.249746193,High School Diploma,31500,1074,15%,5,38.09
Bilingual Customer Service,Sales & Marketing,15,1275,4798,0.265735723,High School Diploma,35000,1047,15%,3,45.48
Call Center Representative,General Business,15,1274,4798,0.265527303,High School Diploma,35000,1040,15%,3,45.46
Client Services Manager,General Business,15,1217,4757,0.255833509,Master's Degree,120000,1191,15%,5,44.4
Customer Service,Sales & Marketing,15,1254,4766,0.263113722,High School Diploma,35000,1125,15%,3,45.04
Customer Service Representative,Sales & Marketing,15,1259,4772,0.263830679,High School Diploma,35000,1074,15%,3,45.14
Customer Service Supervisor,Sales & Marketing,15,1227,4704,0.260841837,High School Diploma,35000,1184,15%,5,44.41
Director Of Customer Service,Sales & Marketing,15,1203,4658,0.25826535,Master's Degree,120000,1237,15%,8,43.87
Account Executive,Finance & Banking,15,1162,4586,0.253379852,Master's Degree,120000,1390,15%,8,42.98
Advertising Director,General Business,15,1250,5196,0.240569669,Master's Degree,120000,1081,15%,8,46.27
Animator,General Business,15,1081,4149,0.26054471,High School Diploma,35000,1076,15%,3,40.34
Communications Coordinator,General Business,15,1224,5144,0.237947123,High School Diploma,35000,1000,15%,5,45.69
Assistant Store Manager,Administrative & Office Support,15,920,3828,0.240334378,Master's Degree,120000,995,15%,0,36.68
Bookstore Manager,General Business,15,888,3743,0.237242853,Master's Degree,120000,1083,15%,5,35.89
Grocery Manager,General Business,15,648,2501,0.259096361,Master's Degree,120000,1103,15%,5,28.26
Meat Manager,General Business,15,575,2668,0.215517241,Master's Degree,120000,1048,15%,5,27.36
Produce Manager,General Business,15,670,2916,0.229766804,Master's Degree,120000,1049,15%,5,29.75
Assistant Construction Manager,Administrative & Office Support,15,940,3773,0.249138616,Master's Degree,120000,1177,15%,0,36.86
Building Official,General Business,15,908,3641,0.249382038,High School Diploma,35000,1049,15%,3,35.94
Chief Estimator,General Business,15,881,3492,0.252290951,Master's Degree,120000,1019,15%,8,35.05
Construction Coordinator,General Business,15,919,3601,0.255206887,High School Diploma,35000,923,15%,5,36.01
Construction Foreman,General Business,15,887,3318,0.267329717,High School Diploma,35000,1043,15%,3,34.68
Construction Manager,General Business,15,930,3696,0.251623377,Master's Degree,120000,1158,15%,5,36.47
Electrical Helper,General Business,15,251,996,0.252008032,High School Diploma,35000,975,15%,3,17.16
